Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
waitForPageLoad(G_ShortTimeout),Firefox 65.0,,2019-03-29 10:25:55,2019-03-29 10:25:55,0.009s,PASSED
"comment(""Create User"")",Firefox 65.0,,2019-03-29 10:25:55,2019-03-29 10:25:55,0.001s,PASSED
"verifyTextPresent(""User Management Dashboard"", false)",Firefox 65.0,,2019-03-29 10:25:55,2019-03-29 10:25:55,0.060s,PASSED
delay(2),Firefox 65.0,,2019-03-29 10:25:55,2019-03-29 10:25:57,2.006s,PASSED
"click(findTestObject(""Products/UserManagement/CreateUserAccount""))",Firefox 65.0,,2019-03-29 10:25:57,2019-03-29 10:25:57,0.260s,PASSED
"verifyTextPresent(""Create User Account"", false)",Firefox 65.0,,2019-03-29 10:25:57,2019-03-29 10:25:57,0.082s,PASSED
"waitForElementClickable(findTestObject(""Products/UserManagement/Name""), 15)",Firefox 65.0,,2019-03-29 10:25:57,2019-03-29 10:25:57,0.021s,PASSED
"setText(findTestObject(""Products/UserManagement/Name""), ""01-QAUser99"")",Firefox 65.0,,2019-03-29 10:25:57,2019-03-29 10:25:58,0.190s,PASSED
"setText(findTestObject(""Products/UserManagement/Email""), ""01qauser99@kubra.com"")",Firefox 65.0,,2019-03-29 10:25:58,2019-03-29 10:25:58,0.150s,PASSED
"click(findTestObject(""Products/UserManagement/EditUserButton""))",Firefox 65.0,,2019-03-29 10:25:58,2019-03-29 10:25:58,0.250s,PASSED
delay(2),Firefox 65.0,,2019-03-29 10:25:58,2019-03-29 10:26:00,2.003s,PASSED
"setEncryptedText(findTestObject(""Products/UserManagement/Password""), ""lyykIguZc/Njb1wKikF68Q=="")",Firefox 65.0,,2019-03-29 10:26:00,2019-03-29 10:26:00,0.088s,PASSED
"setEncryptedText(findTestObject(""Products/UserManagement/PasswordConfirmation""), ""lyykIguZc/Njb1wKikF68Q=="")",Firefox 65.0,,2019-03-29 10:26:00,2019-03-29 10:26:00,0.090s,PASSED
delay(5),Firefox 65.0,,2019-03-29 10:26:00,2019-03-29 10:26:05,5.002s,PASSED
"click(findTestObject(""Products/UserManagement/SaveButton""))",Firefox 65.0,,2019-03-29 10:26:05,2019-03-29 10:26:05,0.281s,PASSED
"waitForElementClickable(findTestObject(""Products/UserManagement/CreateUserAccount""), 5)",Firefox 65.0,,2019-03-29 10:26:05,2019-03-29 10:26:11,5.112s,PASSED
"verifyTextPresent(""Manage Users"", false)",Firefox 65.0,,2019-03-29 10:26:11,2019-03-29 10:26:11,0.315s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-29 10:26:11,2019-03-29 10:26:11,0.455s,PASSED
,,,,,,
Test Cases/Products/UserManagement/DeleteUser,Firefox 65.0,,2019-03-29 10:26:11,2019-03-29 10:26:39,27.393s,PASSED
"comment(""Open browser to User Management App. and Create User"")",Firefox 65.0,,2019-03-29 10:26:11,2019-03-29 10:26:11,0.001s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/UserMgmtLoginNC""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-29 10:26:11,2019-03-29 10:26:33,21.124s,PASSED
waitForPageLoad(G_ShortTimeout),Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.009s,PASSED
"comment(""Create User"")",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.001s,PASSED
"verifyTextPresent(""User Management Dashboard"", false)",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.058s,PASSED
"waitForElementClickable(findTestObject(""Products/UserManagement/ManageUsers""), 15)",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.019s,PASSED
"click(findTestObject(""Products/UserManagement/ManageUsers""))",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.241s,PASSED
"verifyTextPresent(""Select a username below to edit contact information"", false)",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.069s,PASSED
"waitForElementClickable(findTestObject(""Products/UserManagement/01-qa-user-99DeleteButton""), 15)",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.047s,PASSED
"click(findTestObject(""Products/UserManagement/01-qa-user-99DeleteButton""))",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:33,0.258s,PASSED
"verifyTextPresent(""01qauser99@kubra.com"", false)",Firefox 65.0,,2019-03-29 10:26:33,2019-03-29 10:26:34,0.342s,PASSED
"click(findTestObject(""Products/UserManagement/ConfirmDeleteButton""))",Firefox 65.0,,2019-03-29 10:26:34,2019-03-29 10:26:34,0.227s,PASSED
"waitForElementClickable(findTestObject(""Products/UserManagement/01-qa-user-99DeleteButton""), 15)",Firefox 65.0,,2019-03-29 10:26:34,2019-03-29 10:26:34,0.019s,PASSED
"verifyTextPresent(""Manage Users"", false)",Firefox 65.0,,2019-03-29 10:26:34,2019-03-29 10:26:34,0.335s,PASSED
"verifyTextNotPresent(""01qauser99@kubra.com"", false)",Firefox 65.0,,2019-03-29 10:26:34,2019-03-29 10:26:34,0.051s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-29 10:26:34,2019-03-29 10:26:35,0.473s,PASSED
delay(4),Firefox 65.0,,2019-03-29 10:26:35,2019-03-29 10:26:39,4.002s,PASSED
