Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:39:17,2019-03-19 14:39:17,0.251s,PASSED
"doubleClick(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:39:17,2019-03-19 14:39:17,0.148s,PASSED
"sendKeys(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), Keys.chord(DELETE))",Firefox 65.0,,2019-03-19 14:39:17,2019-03-19 14:39:17,0.114s,PASSED
"tools.WebUICustomKeywords.enterUsingJS(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), 10)",Firefox 65.0,,2019-03-19 14:39:17,2019-03-19 14:39:17,0.056s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:39:17,2019-03-19 14:39:21,4.002s,PASSED
"setText(findTestObject(""Products/TemplateApp/Templates/Common/CommitMessageField""), commitNumber)",Firefox 65.0,,2019-03-19 14:39:21,2019-03-19 14:39:22,0.130s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SaveButton""))",Firefox 65.0,,2019-03-19 14:39:22,2019-03-19 14:39:22,0.245s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/ContactAutoPausedForm""))",Firefox 65.0,,2019-03-19 14:39:22,2019-03-19 14:39:25,2.800s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectHistory""))",Firefox 65.0,,2019-03-19 14:39:25,2019-03-19 14:39:26,1.782s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ExpandHistory""))",Firefox 65.0,,2019-03-19 14:39:26,2019-03-19 14:39:27,0.224s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:39:27,2019-03-19 14:39:31,4.005s,PASSED
"getText(findTestObject(""Products/TemplateApp/Templates/Common/VerifyCommitMessageField""))",Firefox 65.0,,2019-03-19 14:39:31,2019-03-19 14:39:31,0.029s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/VerifyCommitMessageField""), commitNumber)",Firefox 65.0,,2019-03-19 14:39:31,2019-03-19 14:39:31,0.362s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/Email/English/VerifyPreviewButtonOfPostingContactConfirmationRequired,Firefox 65.0,,2019-03-19 14:39:31,2019-03-19 14:40:05,34.395s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:39:31,2019-03-19 14:39:52,20.501s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:39:52,2019-03-19 14:39:56,4.002s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:39:56,2019-03-19 14:39:56,0.293s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:39:56,2019-03-19 14:39:58,2.005s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/SelectEmail""))",Firefox 65.0,,2019-03-19 14:39:58,2019-03-19 14:39:58,0.236s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/PostingContactConfirmationRequiredForm""))",Firefox 65.0,,2019-03-19 14:39:58,2019-03-19 14:39:58,0.239s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/FormHeaderText""), ""POSTING_CONTACT_CONFIRMATION_REQUIRED.NJK"")",Firefox 65.0,,2019-03-19 14:39:58,2019-03-19 14:39:59,1.045s,PASSED
"waitForElementClickable(findTestObject(""Products/TemplateApp/Templates/Common/PreviewButton""), 10)",Firefox 65.0,,2019-03-19 14:39:59,2019-03-19 14:39:59,0.019s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/PreviewButton""))",Firefox 65.0,,2019-03-19 14:39:59,2019-03-19 14:40:00,0.232s,PASSED
delay(5),Firefox 65.0,,2019-03-19 14:40:00,2019-03-19 14:40:05,5.004s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/PreviewHeader""), ""PREVIEW"")",Firefox 65.0,,2019-03-19 14:40:05,2019-03-19 14:40:05,0.034s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ClosePreview""))",Firefox 65.0,,2019-03-19 14:40:05,2019-03-19 14:40:05,0.228s,PASSED
"verifyElementPresent(findTestObject(""Products/TemplateApp/Templates/Common/FormHeaderText""), 2)",Firefox 65.0,,2019-03-19 14:40:05,2019-03-19 14:40:05,0.013s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-19 14:40:05,2019-03-19 14:40:05,0.454s,PASSED
,,,,,,
Test Cases/Products/TemplateApp/Templates/Email/English/VerifyPreviewLinkOfPostingContactConfirmationRequired,Firefox 65.0,,2019-03-19 14:40:05,2019-03-19 14:40:39,33.874s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:40:06,2019-03-19 14:40:27,21.308s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:40:27,2019-03-19 14:40:31,4.007s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:40:31,2019-03-19 14:40:31,0.266s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:40:31,2019-03-19 14:40:33,2.002s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/SelectEmail""))",Firefox 65.0,,2019-03-19 14:40:33,2019-03-19 14:40:33,0.251s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/PostingContactConfirmationRequiredPreviewLink""))",Firefox 65.0,,2019-03-19 14:40:33,2019-03-19 14:40:34,0.227s,PASSED
delay(5),Firefox 65.0,,2019-03-19 14:40:34,2019-03-19 14:40:39,5.002s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/PreviewHeader""), ""PREVIEW"")",Firefox 65.0,,2019-03-19 14:40:39,2019-03-19 14:40:39,0.022s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ClosePreview""))",Firefox 65.0,,2019-03-19 14:40:39,2019-03-19 14:40:39,0.227s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/TemplateHeader""), ""Templates"")",Firefox 65.0,,2019-03-19 14:40:39,2019-03-19 14:40:39,0.018s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-19 14:40:39,2019-03-19 14:40:39,0.465s,PASSED
,,,,,,
Test Cases/Products/TemplateApp/Templates/Email/English/VerifyPreviewButtonOfContactPaused,Firefox 65.0,,2019-03-19 14:40:39,2019-03-19 14:41:16,36.884s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:40:39,2019-03-19 14:41:00,20.948s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:41:00,2019-03-19 14:41:04,4.004s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:41:04,2019-03-19 14:41:05,0.256s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:41:05,2019-03-19 14:41:07,2.002s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/downCaret""))",Firefox 65.0,,2019-03-19 14:41:07,2019-03-19 14:41:07,0.236s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/SelectEnvironmentDevelop""))",Firefox 65.0,,2019-03-19 14:41:07,2019-03-19 14:41:07,0.224s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:41:07,2019-03-19 14:41:09,2.002s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/SelectEmail""))",Firefox 65.0,,2019-03-19 14:41:09,2019-03-19 14:41:09,0.260s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/PostingRegistrationAffirmationForm""))",Firefox 65.0,,2019-03-19 14:41:09,2019-03-19 14:41:10,0.241s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/FormHeaderText""), ""POSTING_REGISTRATION_AFFIRMATION.NJK"")",Firefox 65.0,,2019-03-19 14:41:10,2019-03-19 14:41:10,0.595s,PASSED
"waitForElementClickable(findTestObject(""Products/TemplateApp/Templates/Common/PreviewButton""), 10)",Firefox 65.0,,2019-03-19 14:41:10,2019-03-19 14:41:10,0.021s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/PreviewButton""))",Firefox 65.0,,2019-03-19 14:41:10,2019-03-19 14:41:10,0.239s,PASSED
delay(5),Firefox 65.0,,2019-03-19 14:41:10,2019-03-19 14:41:15,5.005s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/PreviewHeader""), ""PREVIEW"")",Firefox 65.0,,2019-03-19 14:41:15,2019-03-19 14:41:15,0.034s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ClosePreview""))",Firefox 65.0,,2019-03-19 14:41:15,2019-03-19 14:41:16,0.243s,PASSED
"verifyElementPresent(findTestObject(""Products/TemplateApp/Templates/Common/FormHeaderText""), 2)",Firefox 65.0,,2019-03-19 14:41:16,2019-03-19 14:41:16,0.011s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-19 14:41:16,2019-03-19 14:41:16,0.476s,PASSED
,,,,,,
Test Cases/Products/TemplateApp/Templates/Email/English/VerifyPreviewLinkOfPostingRegistrationAffirmation,Firefox 65.0,,2019-03-19 14:41:16,2019-03-19 14:41:50,33.519s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:41:16,2019-03-19 14:41:37,20.798s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:41:37,2019-03-19 14:41:41,4.005s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:41:41,2019-03-19 14:41:41,0.271s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:41:41,2019-03-19 14:41:43,2.004s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/SelectEmail""))",Firefox 65.0,,2019-03-19 14:41:43,2019-03-19 14:41:44,0.235s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/PostingRegistrationAffirmationPreviewLink""))",Firefox 65.0,,2019-03-19 14:41:44,2019-03-19 14:41:44,0.234s,PASSED
delay(5),Firefox 65.0,,2019-03-19 14:41:44,2019-03-19 14:41:49,5.002s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/PreviewHeader""), ""PREVIEW"")",Firefox 65.0,,2019-03-19 14:41:49,2019-03-19 14:41:49,0.029s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ClosePreview""))",Firefox 65.0,,2019-03-19 14:41:49,2019-03-19 14:41:49,0.235s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/TemplateHeader""), ""Templates"")",Firefox 65.0,,2019-03-19 14:41:49,2019-03-19 14:41:49,0.021s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-19 14:41:49,2019-03-19 14:41:50,0.577s,PASSED
,,,,,,
Test Cases/Products/TemplateApp/Templates/Email/English/EditContactPausedTemplate,Firefox 65.0,,2019-03-19 14:41:50,2019-03-19 14:42:54,1m - 4.349s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Firefox 65.0,,2019-03-19 14:41:50,2019-03-19 14:41:50,0.000s,PASSED
"TextValue = tools.TestDataGenerator.getRandomParagraphs(2, 5)",Firefox 65.0,,2019-03-19 14:41:50,2019-03-19 14:41:50,0.001s,PASSED
log.logInfo(TextValue),Firefox 65.0,,2019-03-19 14:41:50,2019-03-19 14:41:50,0.000s,PASSED
"commitNumber = tools.TestDataGenerator.getRandomWords(2, 2)",Firefox 65.0,,2019-03-19 14:41:50,2019-03-19 14:41:50,0.001s,PASSED
log.logInfo(commitNumber),Firefox 65.0,,2019-03-19 14:41:50,2019-03-19 14:41:50,0.000s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:41:50,2019-03-19 14:42:10,20.524s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:42:10,2019-03-19 14:42:14,4.005s,PASSED
driver = getWebDriver(),Firefox 65.0,,2019-03-19 14:42:14,2019-03-19 14:42:14,0.000s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:42:14,2019-03-19 14:42:15,0.277s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:42:15,2019-03-19 14:42:17,2.006s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/DownCaret""))",Firefox 65.0,,2019-03-19 14:42:17,2019-03-19 14:42:17,0.238s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/SelectEnvironmentDevelop""))",Firefox 65.0,,2019-03-19 14:42:17,2019-03-19 14:42:17,0.230s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:42:17,2019-03-19 14:42:19,2.002s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/SelectEmail""))",Firefox 65.0,,2019-03-19 14:42:19,2019-03-19 14:42:19,0.248s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:42:19,2019-03-19 14:42:23,4.003s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:42:23,2019-03-19 14:42:54,30.695s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/SMS/EditPostingAcceptTermCondForm,Firefox 65.0,,2019-03-19 14:42:54,2019-03-19 14:44:06,1m - 11.646s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Firefox 65.0,,2019-03-19 14:42:54,2019-03-19 14:42:54,0.000s,PASSED
"TextValue = tools.TestDataGenerator.getRandomParagraphs(2, 5)",Firefox 65.0,,2019-03-19 14:42:54,2019-03-19 14:42:54,0.000s,PASSED
log.logInfo(TextValue),Firefox 65.0,,2019-03-19 14:42:54,2019-03-19 14:42:54,0.001s,PASSED
"commitNumber = tools.TestDataGenerator.getRandomWords(2, 2)",Firefox 65.0,,2019-03-19 14:42:54,2019-03-19 14:42:54,0.000s,PASSED
log.logInfo(commitNumber),Firefox 65.0,,2019-03-19 14:42:54,2019-03-19 14:42:54,0.001s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:42:54,2019-03-19 14:43:17,22.783s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:43:17,2019-03-19 14:43:21,4.003s,PASSED
driver = getWebDriver(),Firefox 65.0,,2019-03-19 14:43:21,2019-03-19 14:43:21,0.000s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:43:21,2019-03-19 14:43:21,0.258s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:43:21,2019-03-19 14:43:23,2.006s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/DownCaret""))",Firefox 65.0,,2019-03-19 14:43:23,2019-03-19 14:43:23,0.226s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/SelectEnvironmentDevelop""))",Firefox 65.0,,2019-03-19 14:43:23,2019-03-19 14:43:24,0.226s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:43:24,2019-03-19 14:43:26,2.004s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/SMS/SelectSMS""))",Firefox 65.0,,2019-03-19 14:43:26,2019-03-19 14:43:26,0.259s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/SMS/PostingAcceptTermCondForm""))",Firefox 65.0,,2019-03-19 14:43:26,2019-03-19 14:43:26,0.234s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:43:26,2019-03-19 14:43:30,4.002s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:43:30,2019-03-19 14:43:30,0.236s,PASSED
"doubleClick(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:43:30,2019-03-19 14:43:31,0.151s,PASSED
"sendKeys(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), Keys.chord(DELETE))",Firefox 65.0,,2019-03-19 14:43:31,2019-03-19 14:43:31,0.068s,PASSED
"tools.WebUICustomKeywords.enterUsingJS(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), 10)",Firefox 65.0,,2019-03-19 14:43:31,2019-03-19 14:43:31,0.023s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:43:31,2019-03-19 14:43:35,4.002s,PASSED
"setText(findTestObject(""Products/TemplateApp/Templates/Common/CommitMessageField""), commitNumber)",Firefox 65.0,,2019-03-19 14:43:35,2019-03-19 14:43:35,0.101s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SaveButton""))",Firefox 65.0,,2019-03-19 14:43:35,2019-03-19 14:43:35,0.253s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/VoiceNoInputForm""))",Firefox 65.0,,2019-03-19 14:43:35,2019-03-19 14:44:06,30.677s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/SMS/ContactAutoPausedPreviewButton,Firefox 65.0,,2019-03-19 14:44:06,2019-03-19 14:44:44,38.036s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:44:06,2019-03-19 14:44:28,21.751s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:44:28,2019-03-19 14:44:32,4.005s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:44:32,2019-03-19 14:44:32,0.263s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:44:32,2019-03-19 14:44:34,2.004s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/downCaret""))",Firefox 65.0,,2019-03-19 14:44:34,2019-03-19 14:44:34,0.225s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/SelectEnvironmentDevelop""))",Firefox 65.0,,2019-03-19 14:44:34,2019-03-19 14:44:34,0.224s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:44:34,2019-03-19 14:44:36,2.001s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/SMS/SelectSMS""))",Firefox 65.0,,2019-03-19 14:44:36,2019-03-19 14:44:37,0.246s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Email/ContactAutoPausedForm""))",Firefox 65.0,,2019-03-19 14:44:37,2019-03-19 14:44:37,0.232s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/FormHeaderText""), ""CONTACT_AUTO_PAUSED.NJK"")",Firefox 65.0,,2019-03-19 14:44:37,2019-03-19 14:44:38,1.039s,PASSED
"waitForElementClickable(findTestObject(""Products/TemplateApp/Templates/Common/PreviewButton""), 10)",Firefox 65.0,,2019-03-19 14:44:38,2019-03-19 14:44:38,0.019s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/PreviewButton""))",Firefox 65.0,,2019-03-19 14:44:38,2019-03-19 14:44:38,0.230s,PASSED
delay(5),Firefox 65.0,,2019-03-19 14:44:38,2019-03-19 14:44:43,5.003s,PASSED
"verifyElementText(findTestObject(""Products/TemplateApp/Templates/Common/PreviewHeader""), ""PREVIEW"")",Firefox 65.0,,2019-03-19 14:44:43,2019-03-19 14:44:43,0.024s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/ClosePreview""))",Firefox 65.0,,2019-03-19 14:44:43,2019-03-19 14:44:43,0.234s,PASSED
"verifyElementPresent(findTestObject(""Products/TemplateApp/Templates/Common/FormHeaderText""), 2)",Firefox 65.0,,2019-03-19 14:44:43,2019-03-19 14:44:43,0.009s,PASSED
closeBrowser(),Firefox 65.0,,2019-03-19 14:44:43,2019-03-19 14:44:44,0.452s,PASSED
,,,,,,
Test Cases/Products/TemplateApp/Templates/SMS/EditPostingHelpForm,Firefox 65.0,,2019-03-19 14:44:44,2019-03-19 14:45:07,23.028s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Firefox 65.0,,2019-03-19 14:44:44,2019-03-19 14:44:44,0.000s,PASSED
"TextValue = tools.TestDataGenerator.getRandomParagraphs(2, 5)",Firefox 65.0,,2019-03-19 14:44:44,2019-03-19 14:44:44,0.001s,PASSED
log.logInfo(TextValue),Firefox 65.0,,2019-03-19 14:44:44,2019-03-19 14:44:44,0.000s,PASSED
"commitNumber = tools.TestDataGenerator.getRandomWords(2, 2)",Firefox 65.0,,2019-03-19 14:44:44,2019-03-19 14:44:44,0.000s,PASSED
log.logInfo(commitNumber),Firefox 65.0,,2019-03-19 14:44:44,2019-03-19 14:44:44,0.000s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:44:44,2019-03-19 14:45:07,22.919s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/SMS/ContactAutoPausedPreviewLink,Firefox 65.0,,2019-03-19 14:45:07,2019-03-19 14:45:31,24.036s,FAILED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:45:07,2019-03-19 14:45:31,23.965s,FAILED
,,,,,,
Test Cases/Products/TemplateApp/Templates/IVR/EditVoiceNoInputTemplate,Firefox 65.0,,2019-03-19 14:45:31,2019-03-19 14:46:20,48.948s,FAILED
log = new com.kms.katalon.core.logging.KeywordLogger(),Firefox 65.0,,2019-03-19 14:45:31,2019-03-19 14:45:31,0.000s,PASSED
"TextValue = tools.TestDataGenerator.getRandomParagraphs(2, 5)",Firefox 65.0,,2019-03-19 14:45:31,2019-03-19 14:45:31,0.000s,PASSED
log.logInfo(TextValue),Firefox 65.0,,2019-03-19 14:45:31,2019-03-19 14:45:31,0.001s,PASSED
"commitNumber = tools.TestDataGenerator.getRandomWords(2, 2)",Firefox 65.0,,2019-03-19 14:45:31,2019-03-19 14:45:31,0.000s,PASSED
log.logInfo(commitNumber),Firefox 65.0,,2019-03-19 14:45:31,2019-03-19 14:45:31,0.000s,PASSED
"callTestCase(findTestCase(""Products/Cerberus/Login-Logout/TemplateLoginNCQATestUtility""), [:], STOP_ON_FAILURE)",Firefox 65.0,,2019-03-19 14:45:31,2019-03-19 14:45:54,23.120s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:45:54,2019-03-19 14:45:58,4.008s,PASSED
driver = getWebDriver(),Firefox 65.0,,2019-03-19 14:45:58,2019-03-19 14:45:58,0.000s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTemplates""))",Firefox 65.0,,2019-03-19 14:45:58,2019-03-19 14:45:58,0.249s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:45:58,2019-03-19 14:46:00,2.005s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/DownCaret""))",Firefox 65.0,,2019-03-19 14:46:00,2019-03-19 14:46:01,0.245s,PASSED
"click(findTestObject(""Products/TemplateApp/SelectEnvironment/SelectEnvironmentDevelop""))",Firefox 65.0,,2019-03-19 14:46:01,2019-03-19 14:46:01,0.226s,PASSED
delay(2),Firefox 65.0,,2019-03-19 14:46:01,2019-03-19 14:46:03,2.008s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/SelectIVR""))",Firefox 65.0,,2019-03-19 14:46:03,2019-03-19 14:46:03,0.259s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/IVR/VoiceNoInputForm""))",Firefox 65.0,,2019-03-19 14:46:03,2019-03-19 14:46:03,0.248s,PASSED
delay(4),Firefox 65.0,,2019-03-19 14:46:03,2019-03-19 14:46:07,4.002s,PASSED
"click(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:46:07,2019-03-19 14:46:08,0.257s,PASSED
"doubleClick(findTestObject(""Products/TemplateApp/Templates/Common/SelectTextareaSpan""))",Firefox 65.0,,2019-03-19 14:46:08,2019-03-19 14:46:08,0.148s,PASSED
"sendKeys(findTestObject(""Products/TemplateApp/Templates/Common/Textarea""), Keys.chord(DELETE))",Firefox 65.0,,2019-03-19 14:46:08,2019-03-19 14:46:08,0.062s,PASSED
